policy_id,customer_id,policy_type,premium_amount,start_date,end_date,status,channel
P01115,C0490,Property,12100000,2022-09-06,2023-09-06,Active,Digital
P01116,C0152,Health,6200000,2023-10-23,2024-10-22,Active,Direct
P01117,C0261,Property,14400000,2022-05-31,2023-05-31,Active,Direct
P01118,C0166,Travel,1950000,2024-05-11,2025-05-11,Active,Agency
P01119,C0408,Health,5850000,2023-01-29,2024-01-29,Expired,Agency
P01120,C0434,Travel,1850000,2024-06-16,2025-06-16,Active,Broker
P01121,C0991,Motor,3900000,2023-05-28,2024-05-27,Expired,Broker
P01122,C0771,Travel,950000,2023-02-26,2024-02-26,Active,Agency
P01123,C0834,Travel,1650000,2022-12-19,2023-12-19,Active,Digital
P01124,C0716,Life,9500000,2023-02-12,2024-02-12,Active,Agency
P01125,C0100,Life,8700000,2022-01-02,2023-01-02,Active,Broker
P01126,C0751,Travel,1150000,2022-10-23,2023-10-23,Lapsed,Bancassurance
P01127,C0138,Life,5600000,2023-12-22,2024-12-21,Active,Broker
P01128,C0462,Life,6500000,2022-04-23,2023-04-23,Expired,Bancassurance
P01129,C0188,Life,4400000,2024-02-07,2025-02-06,Active,Digital
P01130,C0112,Property,8850000,2023-10-02,2024-10-01,Active,Agency
P01131,C0284,Motor,1800000,2022-05-08,2023-05-08,Active,Digital
P01132,C0497,Health,5500000,2023-05-05,2024-05-04,Active,Agency
P01133,C0682,Health,3600000,2022-01-08,2023-01-08,Expired,Agency
P01134,C0008,Health,3250000,2024-03-21,2025-03-21,Lapsed,Direct
P01135,C0273,Travel,2000000,2024-02-19,2025-02-18,Lapsed,Broker
P01136,C0380,Motor,3600000,2022-12-11,2023-12-11,Active,Digital
P01137,C0409,Life,9600000,2023-11-13,2024-11-12,Lapsed,Direct
P01138,C0339,Health,7850000,2024-06-13,2025-06-13,Active,Agency
P01139,C0743,Property,13600000,2023-02-16,2024-02-16,Active,Agency
P01140,C0287,Travel,700000,2023-06-28,2024-06-27,Active,Digital
P01141,C0891,Property,10800000,2023-11-06,2024-11-05,Lapsed,Direct
P01142,C0654,Property,11250000,2022-01-04,2023-01-04,Active,Agency
P01143,C0754,Motor,4550000,2024-04-06,2025-04-06,Active,Broker
P01144,C0757,Life,7250000,2023-02-14,2024-02-14,Expired,Agency
P01145,C0675,Motor,3000000,2023-05-03,2024-05-02,Active,Broker
P01146,C0147,Motor,3650000,2023-12-31,2024-12-30,Expired,Direct
P01147,C0816,Travel,550000,2023-05-25,2024-05-24,Active,Digital
P01148,C0173,Travel,2000000,2023-04-24,2024-04-23,Lapsed,Agency
P01149,C0250,Property,11300000,2022-09-04,2023-09-04,Active,Bancassurance
P01150,C0030,Health,2650000,2024-01-03,2025-01-02,Active,Digital
P01151,C0737,Property,12450000,2022-08-14,2023-08-14,Active,Broker
P01152,C0649,Health,6000000,2023-07-02,2024-07-01,Lapsed,Agency
P01153,C0785,Motor,4550000,2023-08-13,2024-08-12,Expired,Agency
P01154,C0761,Motor,2800000,2024-01-05,2025-01-04,Lapsed,Direct
P01155,C0266,Property,12900000,2022-08-17,2023-08-17,Active,Digital
P01156,C0759,Health,2650000,2022-12-15,2023-12-15,Expired,Bancassurance
P01157,C0874,Health,5450000,2022-05-11,2023-05-11,Active,Broker
P01158,C0064,Travel,1600000,2022-11-15,2023-11-15,Expired,Direct
P01159,C0328,Life,8950000,2023-03-10,2024-03-09,Active,Bancassurance
P01160,C0228,Travel,1500000,2023-08-28,2024-08-27,Active,Broker
P01161,C0324,Health,5250000,2023-04-17,2024-04-16,Active,Digital
P01162,C0151,Life,6500000,2023-04-12,2024-04-11,Expired,Digital
P01163,C0821,Life,8250000,2024-05-19,2025-05-19,Active,Direct
P01164,C0127,Motor,2600000,2023-12-07,2024-12-06,Active,Direct
P01165,C0507,Property,10950000,2022-08-09,2023-08-09,Active,Broker
P01166,C0157,Health,7900000,2022-12-08,2023-12-08,Active,Bancassurance
P01167,C0184,Health,7550000,2024-03-05,2025-03-05,Lapsed,Broker
P01168,C0935,Motor,4950000,2023-11-07,2024-11-06,Active,Agency
P01169,C0695,Travel,1100000,2023-03-09,2024-03-08,Lapsed,Digital
P01170,C0745,Property,8300000,2023-06-25,2024-06-24,Active,Digital
P01171,C0404,Life,7900000,2023-07-16,2024-07-15,Active,Bancassurance
P01172,C0887,Motor,4150000,2023-08-18,2024-08-17,Active,Digital
P01173,C0141,Property,11200000,2023-08-15,2024-08-14,Lapsed,Broker
P01174,C0224,Motor,4650000,2022-08-03,2023-08-03,Active,Agency
P01175,C0105,Motor,4050000,2023-08-13,2024-08-12,Active,Broker
P01176,C0949,Property,11450000,2022-06-22,2023-06-22,Active,Agency
P01177,C0968,Motor,4900000,2022-07-03,2023-07-03,Active,Agency
P01178,C0445,Travel,1500000,2023-08-31,2024-08-30,Active,Broker
P01179,C0407,Life,3250000,2022-09-04,2023-09-04,Lapsed,Digital
P01180,C0764,Travel,1950000,2023-10-31,2024-10-30,Lapsed,Agency
P01181,C0392,Property,13500000,2023-10-28,2024-10-27,Active,Broker
P01182,C0085,Motor,1550000,2022-04-30,2023-04-30,Active,Broker
P01183,C0587,Travel,850000,2023-08-24,2024-08-23,Expired,Broker
P01184,C0814,Motor,3950000,2022-04-07,2023-04-07,Expired,Bancassurance
P01185,C0720,Property,9350000,2023-10-23,2024-10-22,Lapsed,Digital
P01186,C0066,Travel,700000,2022-11-30,2023-11-30,Expired,Bancassurance
P01187,C0404,Property,12950000,2022-01-21,2023-01-21,Expired,Direct
P01188,C0858,Travel,1250000,2023-06-16,2024-06-15,Expired,Direct
P01189,C0989,Health,6500000,2022-08-01,2023-08-01,Active,Bancassurance
P01190,C0569,Travel,1550000,2022-01-06,2023-01-06,Lapsed,Digital
P01191,C0212,Health,2250000,2023-08-12,2024-08-11,Active,Agency
P01192,C0036,Travel,900000,2024-02-11,2025-02-10,Active,Agency
P01193,C0176,Travel,950000,2023-07-12,2024-07-11,Lapsed,Agency
P01194,C0927,Life,5100000,2023-06-16,2024-06-15,Active,Direct
P01195,C0712,Property,5550000,2023-05-18,2024-05-17,Active,Direct
P01196,C0215,Motor,3600000,2023-06-07,2024-06-06,Active,Agency
P01197,C0307,Life,3250000,2022-05-26,2023-05-26,Active,Bancassurance
P01198,C0368,Travel,1350000,2023-08-29,2024-08-28,Active,Bancassurance
P01199,C0262,Travel,1150000,2023-07-18,2024-07-17,Active,Broker
P01200,C0968,Life,5800000,2022-03-27,2023-03-27,Active,Broker
P01201,C0645,Life,6750000,2022-03-14,2023-03-14,Active,Bancassurance
P01202,C0841,Motor,3450000,2023-10-26,2024-10-25,Expired,Direct
P01203,C0324,Life,5950000,2022-06-07,2023-06-07,Lapsed,Broker
P01204,C0080,Health,7800000,2022-09-11,2023-09-11,Active,Agency
P01205,C0417,Travel,650000,2023-07-16,2024-07-15,Active,Digital
P01206,C0797,Health,4200000,2022-12-08,2023-12-08,Active,Bancassurance
P01207,C0387,Life,4900000,2022-04-11,2023-04-11,Active,Broker
P01208,C0180,Health,6700000,2022-05-07,2023-05-07,Expired,Digital
P01209,C0098,Travel,1750000,2023-05-17,2024-05-16,Expired,Digital
P01210,C0278,Travel,1800000,2023-07-19,2024-07-18,Expired,Agency
P01211,C0399,Health,3000000,2024-02-09,2025-02-08,Active,Digital
P01212,C0871,Travel,1350000,2024-06-22,2025-06-22,Lapsed,Broker
P01213,C0704,Travel,700000,2022-01-10,2023-01-10,Expired,Bancassurance
P01214,C0754,Life,4000000,2023-08-05,2024-08-04,Active,Agency
P01215,C0695,Motor,4000000,2022-09-13,2023-09-13,Expired,Broker
P01216,C0818,Property,6000000,2022-12-29,2023-12-29,Lapsed,Direct
P01217,C0534,Motor,2450000,2023-03-15,2024-03-14,Active,Digital
P01218,C0790,Health,7700000,2023-02-21,2024-02-21,Active,Agency
P01219,C0968,Health,2450000,2022-09-03,2023-09-03,Active,Bancassurance
P01220,C0293,Travel,600000,2024-02-01,2025-01-31,Expired,Broker
P01221,C0694,Health,7750000,2023-03-11,2024-03-10,Expired,Bancassurance
P01222,C0694,Property,9500000,2023-12-03,2024-12-02,Expired,Agency
P01223,C0933,Property,4150000,2022-07-14,2023-07-14,Active,Broker
P01224,C0757,Travel,1600000,2022-09-08,2023-09-08,Expired,Direct
P01225,C0691,Health,5650000,2022-06-22,2023-06-22,Expired,Bancassurance
P01226,C0137,Life,3550000,2024-05-09,2025-05-09,Expired,Digital
P01227,C0175,Health,4550000,2023-01-24,2024-01-24,Active,Agency
P01228,C0852,Motor,4700000,2022-09-13,2023-09-13,Expired,Agency
P01229,C0272,Motor,2550000,2022-10-28,2023-10-28,Active,Agency
P01230,C0952,Travel,1100000,2022-11-09,2023-11-09,Expired,Agency
P01231,C0500,Property,13800000,2024-05-18,2025-05-18,Active,Digital
P01232,C0306,Health,5700000,2022-12-03,2023-12-03,Active,Agency
P01233,C0191,Health,4100000,2024-01-10,2025-01-09,Lapsed,Digital
P01234,C0203,Health,2600000,2023-05-19,2024-05-18,Active,Direct
P01235,C0127,Travel,1850000,2023-02-25,2024-02-25,Lapsed,Agency
P01236,C0232,Life,8400000,2022-09-14,2023-09-14,Lapsed,Broker
P01237,C0914,Motor,2550000,2023-03-15,2024-03-14,Active,Direct
P01238,C0673,Motor,1900000,2023-03-26,2024-03-25,Lapsed,Bancassurance
P01239,C0006,Life,5500000,2023-03-21,2024-03-20,Active,Bancassurance
P01240,C0137,Health,3150000,2022-02-11,2023-02-11,Lapsed,Broker
P01241,C0683,Motor,4650000,2022-06-14,2023-06-14,Active,Broker
P01242,C0564,Motor,1900000,2023-05-16,2024-05-15,Lapsed,Bancassurance
P01243,C0903,Motor,4150000,2024-03-10,2025-03-10,Lapsed,Direct
P01244,C0812,Property,5450000,2022-04-21,2023-04-21,Active,Bancassurance
P01245,C0786,Life,5400000,2022-01-14,2023-01-14,Active,Agency
P01246,C0756,Motor,3000000,2023-09-04,2024-09-03,Active,Broker
P01247,C0085,Property,7200000,2023-05-13,2024-05-12,Lapsed,Bancassurance
P01248,C0192,Travel,750000,2023-06-08,2024-06-07,Active,Digital
P01249,C0254,Health,7200000,2023-12-19,2024-12-18,Lapsed,Bancassurance
P01250,C0106,Property,11750000,2024-04-09,2025-04-09,Expired,Direct
P01251,C0606,Life,4300000,2024-05-25,2025-05-25,Active,Bancassurance
P01252,C0281,Health,2800000,2022-02-09,2023-02-09,Active,Bancassurance
P01253,C0094,Property,4200000,2022-07-24,2023-07-24,Active,Broker
P01254,C0649,Property,9750000,2023-12-18,2024-12-17,Active,Bancassurance
P01255,C0523,Motor,3000000,2022-03-04,2023-03-04,Lapsed,Agency
P01256,C0288,Motor,1900000,2023-01-08,2024-01-08,Active,Broker
P01257,C0187,Life,5250000,2022-02-18,2023-02-18,Active,Agency
P01258,C0218,Health,5950000,2022-11-26,2023-11-26,Active,Broker
P01259,C0442,Motor,4700000,2022-04-14,2023-04-14,Active,Digital
P01260,C0115,Property,8000000,2022-11-08,2023-11-08,Active,Agency
P01261,C0340,Travel,1650000,2022-05-14,2023-05-14,Active,Digital
P01262,C0244,Travel,1300000,2023-01-16,2024-01-16,Active,Bancassurance
P01263,C0109,Travel,1100000,2024-06-27,2025-06-27,Active,Direct
P01264,C0671,Health,2250000,2024-06-24,2025-06-24,Active,Bancassurance
P01265,C0965,Property,14200000,2022-03-18,2023-03-18,Expired,Direct
P01266,C0780,Motor,2550000,2023-05-01,2024-04-30,Active,Direct
P01267,C0429,Life,3300000,2022-07-16,2023-07-16,Expired,Digital
P01268,C0460,Travel,1950000,2023-01-10,2024-01-10,Active,Broker
P01269,C0954,Health,4900000,2023-06-21,2024-06-20,Expired,Agency
P01270,C0991,Life,7200000,2023-12-15,2024-12-14,Active,Digital
P01271,C0814,Health,7750000,2022-03-04,2023-03-04,Active,Broker
P01272,C0526,Property,11550000,2024-06-10,2025-06-10,Active,Bancassurance
P01273,C0576,Property,12250000,2023-01-29,2024-01-29,Lapsed,Broker
P01274,C0004,Travel,900000,2022-07-08,2023-07-08,Active,Direct
P01275,C0901,Life,7150000,2022-01-10,2023-01-10,Expired,Broker
P01276,C0266,Travel,1550000,2023-06-22,2024-06-21,Active,Bancassurance
P01277,C0122,Motor,4000000,2023-07-20,2024-07-19,Active,Bancassurance
P01278,C0041,Health,5200000,2022-10-26,2023-10-26,Active,Digital
P01279,C0053,Life,4900000,2024-03-20,2025-03-20,Active,Bancassurance
P01280,C0356,Travel,650000,2023-10-27,2024-10-26,Expired,Digital
P01281,C0906,Motor,1800000,2023-12-24,2024-12-23,Expired,Digital
P01282,C0302,Life,5850000,2023-09-19,2024-09-18,Active,Agency
P01283,C0749,Health,6950000,2022-08-13,2023-08-13,Active,Bancassurance
P01284,C0674,Motor,4900000,2023-07-05,2024-07-04,Expired,Agency
P01285,C0891,Property,14400000,2022-09-21,2023-09-21,Expired,Direct
P01286,C0333,Life,8700000,2022-08-14,2023-08-14,Active,Bancassurance
P01287,C0771,Travel,1450000,2024-05-28,2025-05-28,Lapsed,Bancassurance
P01288,C0445,Property,6550000,2024-01-14,2025-01-13,Active,Bancassurance
P01289,C0471,Property,5050000,2022-07-05,2023-07-05,Active,Bancassurance
P01290,C0185,Life,7000000,2024-01-17,2025-01-16,Active,Agency
P01291,C0838,Motor,2050000,2022-07-01,2023-07-01,Lapsed,Direct
P01292,C0437,Life,3500000,2022-03-15,2023-03-15,Active,Broker
P01293,C0141,Property,5100000,2023-06-24,2024-06-23,Active,Direct
P01294,C0113,Health,4250000,2022-01-22,2023-01-22,Active,Agency
P01295,C0275,Life,4750000,2022-03-27,2023-03-27,Active,Direct
P01296,C0981,Health,6750000,2022-01-10,2023-01-10,Active,Direct
P01297,C0208,Motor,4500000,2022-03-29,2023-03-29,Active,Broker
P01298,C0168,Travel,1850000,2024-04-15,2025-04-15,Active,Digital
P01299,C0557,Property,5700000,2022-02-27,2023-02-27,Active,Direct
P01300,C0106,Health,2150000,2022-02-15,2023-02-15,Expired,Digital
P01301,C0426,Health,5050000,2024-05-06,2025-05-06,Active,Agency
P01302,C0395,Life,3150000,2023-03-14,2024-03-13,Active,Digital
P01303,C0701,Motor,2300000,2024-06-19,2025-06-19,Lapsed,Agency
P01304,C0230,Property,5850000,2022-04-23,2023-04-23,Active,Digital
P01305,C0122,Motor,1750000,2022-12-08,2023-12-08,Active,Agency
P01306,C0439,Health,5650000,2022-07-02,2023-07-02,Expired,Digital
P01307,C0154,Travel,750000,2023-03-12,2024-03-11,Active,Direct
P01308,C0278,Motor,2700000,2022-04-17,2023-04-17,Lapsed,Digital
P01309,C0818,Motor,4350000,2023-12-30,2024-12-29,Active,Agency
P01310,C0328,Life,8450000,2022-05-31,2023-05-31,Active,Broker
P01311,C1000,Property,11950000,2024-03-15,2025-03-15,Lapsed,Agency
P01312,C0286,Health,5450000,2024-01-15,2025-01-14,Active,Agency
P01313,C0786,Motor,5000000,2022-07-06,2023-07-06,Lapsed,Digital
P01314,C0711,Motor,3250000,2023-05-08,2024-05-07,Lapsed,Direct
P01315,C0944,Motor,2000000,2023-11-01,2024-10-31,Active,Broker
P01316,C0547,Property,10050000,2023-07-06,2024-07-05,Lapsed,Direct
P01317,C0086,Travel,1750000,2023-01-29,2024-01-29,Expired,Broker
P01318,C0831,Travel,1350000,2023-12-12,2024-12-11,Active,Agency
P01319,C0872,Life,5550000,2022-07-28,2023-07-28,Active,Digital
P01320,C0944,Travel,1200000,2022-05-17,2023-05-17,Active,Agency
P01321,C0888,Motor,2750000,2024-05-19,2025-05-19,Active,Digital
P01322,C0565,Property,5600000,2024-05-23,2025-05-23,Lapsed,Bancassurance
P01323,C0765,Life,8800000,2022-02-27,2023-02-27,Active,Agency
P01324,C0713,Life,5650000,2022-01-27,2023-01-27,Lapsed,Digital
P01325,C0596,Health,6200000,2023-11-10,2024-11-09,Active,Broker
P01326,C0151,Travel,1800000,2022-01-31,2023-01-31,Active,Bancassurance
P01327,C0583,Health,3450000,2022-01-13,2023-01-13,Lapsed,Bancassurance
P01328,C0767,Life,6300000,2022-05-24,2023-05-24,Expired,Digital
P01329,C0455,Property,8550000,2022-12-12,2023-12-12,Active,Digital
P01330,C0658,Health,2950000,2024-06-21,2025-06-21,Active,Direct
P01331,C0406,Life,6500000,2022-01-12,2023-01-12,Lapsed,Broker
P01332,C0942,Travel,1550000,2022-09-22,2023-09-22,Expired,Direct
P01333,C0954,Motor,4000000,2023-03-10,2024-03-09,Active,Digital
P01334,C0761,Health,5150000,2022-05-09,2023-05-09,Active,Broker
P01335,C0189,Travel,600000,2023-02-06,2024-02-06,Expired,Direct
P01336,C0489,Health,6900000,2023-04-25,2024-04-24,Active,Broker
P01337,C0381,Property,5800000,2024-04-02,2025-04-02,Lapsed,Bancassurance
P01338,C0372,Motor,1900000,2022-03-21,2023-03-21,Expired,Digital
P01339,C0555,Health,3450000,2022-06-16,2023-06-16,Active,Agency
P01340,C0932,Life,7200000,2024-02-14,2025-02-13,Active,Bancassurance
P01341,C0247,Travel,800000,2022-02-03,2023-02-03,Active,Agency
P01342,C0810,Travel,1350000,2023-08-01,2024-07-31,Lapsed,Agency
P01343,C0009,Health,3900000,2022-11-13,2023-11-13,Active,Digital
P01344,C0770,Property,9500000,2022-11-19,2023-11-19,Lapsed,Digital
P01345,C0340,Life,7900000,2022-04-10,2023-04-10,Lapsed,Direct
P01346,C0154,Health,5000000,2024-03-04,2025-03-04,Active,Direct
P01347,C0873,Property,9250000,2024-06-08,2025-06-08,Active,Digital
P01348,C0081,Life,4050000,2023-04-20,2024-04-19,Active,Bancassurance
P01349,C0145,Life,8650000,2023-11-01,2024-10-31,Active,Direct
P01350,C0668,Travel,2000000,2023-09-16,2024-09-15,Expired,Digital
P01351,C0298,Property,12650000,2022-12-14,2023-12-14,Active,Direct
P01352,C0793,Property,4450000,2023-12-31,2024-12-30,Lapsed,Bancassurance
P01353,C0077,Life,10000000,2023-09-14,2024-09-13,Active,Direct
P01354,C0147,Property,5050000,2022-01-16,2023-01-16,Active,Direct
P01355,C0322,Health,5000000,2023-04-11,2024-04-10,Active,Digital
P01356,C0373,Life,3500000,2023-08-14,2024-08-13,Active,Agency
P01357,C0472,Health,3100000,2024-03-01,2025-03-01,Active,Broker
P01358,C0666,Motor,4150000,2023-03-29,2024-03-28,Active,Agency
P01359,C0880,Travel,1250000,2023-01-08,2024-01-08,Active,Broker
P01360,C0133,Property,13450000,2023-11-28,2024-11-27,Lapsed,Digital
P01361,C0383,Travel,1750000,2022-11-18,2023-11-18,Active,Broker
P01362,C0897,Travel,1200000,2024-06-17,2025-06-17,Active,Direct
P01363,C0717,Health,6450000,2022-09-08,2023-09-08,Expired,Agency
P01364,C0385,Life,8950000,2022-10-25,2023-10-25,Active,Direct
P01365,C0398,Property,13400000,2022-08-17,2023-08-17,Lapsed,Agency
P01366,C0548,Motor,3150000,2023-10-20,2024-10-19,Lapsed,Agency
P01367,C0940,Health,3100000,2022-04-21,2023-04-21,Lapsed,Broker
P01368,C0325,Life,5800000,2022-03-08,2023-03-08,Active,Direct
P01369,C0488,Property,6350000,2024-01-30,2025-01-29,Active,Digital
P01370,C0972,Property,4400000,2022-06-09,2023-06-09,Lapsed,Bancassurance
P01371,C0616,Life,5250000,2022-02-02,2023-02-02,Lapsed,Agency
P01372,C0219,Motor,4250000,2023-04-30,2024-04-29,Active,Bancassurance
P01373,C0434,Health,7700000,2023-12-02,2024-12-01,Active,Digital
P01374,C0281,Life,3600000,2022-03-12,2023-03-12,Lapsed,Agency
P01375,C0893,Motor,4550000,2023-04-08,2024-04-07,Lapsed,Direct
P01376,C0189,Life,7700000,2022-09-23,2023-09-23,Active,Agency
P01377,C0305,Property,7750000,2024-02-11,2025-02-10,Active,Bancassurance
P01378,C0487,Motor,4800000,2023-05-09,2024-05-08,Expired,Bancassurance
P01379,C0585,Property,7900000,2023-12-11,2024-12-10,Lapsed,Agency
P01380,C0204,Travel,1650000,2023-09-04,2024-09-03,Active,Direct
P01381,C0844,Travel,700000,2023-11-12,2024-11-11,Active,Agency
P01382,C0512,Life,9300000,2022-06-01,2023-06-01,Active,Agency
P01383,C0004,Property,6900000,2024-01-10,2025-01-09,Lapsed,Bancassurance
P01384,C0100,Property,11050000,2023-08-16,2024-08-15,Active,Bancassurance
P01385,C0793,Life,5950000,2023-07-14,2024-07-13,Active,Direct
P01386,C0976,Property,6400000,2022-08-03,2023-08-03,Active,Direct
P01387,C0017,Health,4200000,2023-01-08,2024-01-08,Active,Digital
P01388,C0717,Travel,1750000,2022-05-08,2023-05-08,Lapsed,Broker
P01389,C0849,Property,8500000,2022-12-27,2023-12-27,Expired,Broker
P01390,C0117,Travel,1950000,2022-12-10,2023-12-10,Active,Broker
P01391,C0610,Property,8100000,2023-07-21,2024-07-20,Active,Direct
P01392,C0676,Property,8200000,2024-05-15,2025-05-15,Lapsed,Digital
P01393,C0102,Travel,1900000,2024-05-27,2025-05-27,Active,Agency
P01394,C0955,Health,5900000,2023-09-24,2024-09-23,Lapsed,Agency
P01395,C0950,Property,12250000,2023-10-01,2024-09-30,Expired,Agency
P01396,C0034,Property,9550000,2024-04-05,2025-04-05,Active,Broker
P01397,C0565,Life,4550000,2023-04-11,2024-04-10,Lapsed,Agency
P01398,C0360,Life,9000000,2022-05-08,2023-05-08,Lapsed,Broker
P01399,C0801,Property,4100000,2023-01-19,2024-01-19,Active,Direct
P01400,C0271,Motor,2450000,2023-11-06,2024-11-05,Active,Broker
P01401,C0034,Life,3050000,2023-03-01,2024-02-29,Active,Agency
P01402,C0837,Life,8550000,2024-05-10,2025-05-10,Expired,Direct
P01403,C0441,Motor,2650000,2023-08-09,2024-08-08,Active,Direct
P01404,C0403,Property,6100000,2023-10-22,2024-10-21,Active,Direct
P01405,C0400,Property,5400000,2023-10-14,2024-10-13,Active,Broker
P01406,C0237,Motor,3300000,2023-03-24,2024-03-23,Active,Bancassurance
P01407,C0804,Travel,700000,2023-08-14,2024-08-13,Lapsed,Digital
P01408,C0209,Travel,750000,2022-11-27,2023-11-27,Active,Agency
P01409,C0789,Health,4600000,2023-10-06,2024-10-05,Expired,Bancassurance
P01410,C0943,Health,5700000,2023-07-11,2024-07-10,Active,Direct
P01411,C0134,Property,4300000,2024-01-22,2025-01-21,Lapsed,Digital
P01412,C0305,Life,4700000,2022-08-16,2023-08-16,Active,Direct
P01413,C0805,Life,8100000,2024-04-06,2025-04-06,Lapsed,Digital
P01414,C0643,Health,3650000,2022-05-28,2023-05-28,Active,Direct
P01415,C0126,Health,2650000,2023-09-03,2024-09-02,Active,Bancassurance
P01416,C0096,Motor,2400000,2022-07-04,2023-07-04,Active,Broker
P01417,C0401,Motor,4700000,2022-08-01,2023-08-01,Active,Broker
P01418,C0983,Health,4500000,2023-05-14,2024-05-13,Active,Bancassurance
P01419,C0649,Property,8150000,2022-11-18,2023-11-18,Lapsed,Bancassurance
P01420,C0676,Life,5100000,2022-07-02,2023-07-02,Expired,Direct
P01421,C0356,Health,2700000,2022-12-18,2023-12-18,Lapsed,Direct
P01422,C0535,Travel,1300000,2022-06-12,2023-06-12,Active,Agency
P01423,C0024,Life,7250000,2023-07-03,2024-07-02,Expired,Direct
P01424,C0118,Life,4500000,2023-01-09,2024-01-09,Active,Agency
P01425,C0746,Motor,2000000,2022-03-27,2023-03-27,Active,Digital
P01426,C0357,Motor,3200000,2022-04-05,2023-04-05,Expired,Digital
P01427,C0447,Property,12200000,2023-05-23,2024-05-22,Expired,Broker
P01428,C0704,Life,4750000,2022-07-22,2023-07-22,Active,Broker
P01429,C0602,Health,5500000,2024-02-24,2025-02-23,Active,Bancassurance
P01430,C0444,Life,9700000,2023-05-15,2024-05-14,Lapsed,Broker
P01431,C0327,Travel,1600000,2024-04-15,2025-04-15,Expired,Agency
